@RELATION empleo_recomendacion_simplificado

@ATTRIBUTE tipo_empleo_oferta {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE modalidad_oferta {Presencial, Remoto, Hibrido}
@ATTRIBUTE tipo_contrato_oferta {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_requerida NUMERIC
@ATTRIBUTE nivel_estudio_requerido {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_oferta {Tecnologia, Educacion, Salud, Construccion, Otros}

@ATTRIBUTE tipo_empleo_deseado {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE preferencia_modalidad {Presencial, Remoto, Hibrido}
@ATTRIBUTE preferencia_contrato {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_persona NUMERIC
@ATTRIBUTE nivel_estudio_persona {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_persona {Tecnologia, Educacion, Salud, Construccion, Otros}
@ATTRIBUTE edad_persona NUMERIC

@ATTRIBUTE coincide_tipo_empleo {Si, No}
@ATTRIBUTE coincide_modalidad {Si, No}
@ATTRIBUTE coincide_contrato {Si, No}
@ATTRIBUTE coincide_estudios {Si, No}
@ATTRIBUTE coincide_sector {Si, No}
@ATTRIBUTE experiencia_suficiente {Si, No}

@ATTRIBUTE compatible {Si, No}

@DATA
Temporal,Hibrido,Indefinido,6,Tecnico,Otros,Temporal,Presencial,Practicas,6,Grado,Otros,43,Si,No,No,Si,Si,Si,Si
Por_Horas,Presencial,Practicas,5,Grado,Educacion,Por_Horas,Presencial,Indefinido,5,Grado,Salud,30,Si,Si,No,Si,No,Si,Si
Tiempo_Completo,Remoto,Indefinido,5,Bachillerato,Salud,Por_Horas,Presencial,Obra_Servicio,3,Grado,Otros,28,No,No,No,Si,No,No,No
Temporal,Presencial,Obra_Servicio,5,Tecnico,Educacion,Por_Horas,Presencial,Indefinido,5,Master,Educacion,56,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,5,Tecnico,Educacion,Medio_Tiempo,Presencial,Obra_Servicio,6,Grado,Educacion,48,Si,Si,Si,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Practicas,4,Grado,Tecnologia,Medio_Tiempo,Remoto,Practicas,4,Grado,Tecnologia,51,Si,No,Si,Si,Si,Si,Si
Temporal,Remoto,Obra_Servicio,6,Bachillerato,Educacion,Temporal,Remoto,Practicas,4,Doctorado,Otros,49,Si,Si,No,Si,No,No,No
Tiempo_Completo,Hibrido,Obra_Servicio,4,Doctorado,Educacion,Por_Horas,Presencial,Indefinido,3,Grado,Otros,49,No,No,No,No,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,3,Master,Otros,Tiempo_Completo,Hibrido,Indefinido,6,Doctorado,Otros,44,Si,No,No,Si,Si,Si,Si
Por_Horas,Hibrido,Obra_Servicio,2,Grado,Salud,Tiempo_Completo,Hibrido,Obra_Servicio,5,Master,Salud,23,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,2,Grado,Construccion,Medio_Tiempo,Remoto,Obra_Servicio,2,Grado,Construccion,36,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Remoto,Practicas,1,Master,Tecnologia,Medio_Tiempo,Hibrido,Obra_Servicio,3,Grado,Otros,41,Si,No,No,No,No,Si,No
Medio_Tiempo,Presencial,Practicas,3,Master,Salud,Tiempo_Completo,Remoto,Obra_Servicio,2,Bachillerato,Educacion,46,No,No,No,No,No,No,No
Por_Horas,Hibrido,Obra_Servicio,1,Grado,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,6,Master,Construccion,27,No,Si,Si,Si,No,Si,Si
Temporal,Hibrido,Indefinido,6,Doctorado,Tecnologia,Temporal,Hibrido,Practicas,4,Doctorado,Construccion,42,Si,Si,No,Si,No,No,No
Por_Horas,Remoto,Obra_Servicio,1,Grado,Salud,Tiempo_Completo,Hibrido,Practicas,5,Master,Tecnologia,53,No,No,No,Si,No,Si,No
Temporal,Hibrido,Obra_Servicio,2,Grado,Salud,Temporal,Hibrido,Obra_Servicio,2,Bachillerato,Salud,31,Si,Si,Si,No,Si,Si,Si
Temporal,Presencial,Obra_Servicio,3,Grado,Salud,Por_Horas,Presencial,Obra_Servicio,4,Master,Salud,27,No,Si,Si,Si,Si,Si,Si
Por_Horas,Hibrido,Indefinido,3,Bachillerato,Tecnologia,Tiempo_Completo,Remoto,Obra_Servicio,5,Master,Educacion,42,No,No,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Indefinido,1,Tecnico,Salud,Tiempo_Completo,Hibrido,Practicas,5,Master,Salud,28,No,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Practicas,3,Doctorado,Construccion,Temporal,Remoto,Obra_Servicio,5,Master,Educacion,35,Si,No,No,No,No,Si,No
Por_Horas,Presencial,Practicas,3,Tecnico,Salud,Por_Horas,Presencial,Obra_Servicio,6,Bachillerato,Tecnologia,54,Si,Si,No,No,No,Si,No
Temporal,Presencial,Practicas,4,Tecnico,Educacion,Por_Horas,Presencial,Obra_Servicio,6,Tecnico,Educacion,55,No,Si,No,Si,Si,Si,Si
Por_Horas,Remoto,Obra_Servicio,3,Tecnico,Educacion,Tiempo_Completo,Remoto,Obra_Servicio,6,Doctorado,Tecnologia,20,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,1,Bachillerato,Salud,Tiempo_Completo,Hibrido,Indefinido,2,Master,Tecnologia,30,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Practicas,6,Master,Salud,Temporal,Presencial,Indefinido,4,Tecnico,Salud,24,No,No,No,No,Si,No,No
Por_Horas,Remoto,Practicas,3,Master,Construccion,Por_Horas,Remoto,Obra_Servicio,4,Master,Tecnologia,21,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Hibrido,Practicas,5,Master,Otros,Tiempo_Completo,Hibrido,Practicas,1,Master,Educacion,34,No,Si,Si,Si,No,No,No
Tiempo_Completo,Remoto,Indefinido,4,Master,Tecnologia,Tiempo_Completo,Remoto,Practicas,6,Master,Otros,46,Si,Si,No,Si,No,Si,Si
Por_Horas,Presencial,Practicas,6,Grado,Salud,Por_Horas,Presencial,Practicas,3,Grado,Otros,38,Si,Si,Si,Si,No,No,Si
Temporal,Remoto,Practicas,6,Master,Construccion,Tiempo_Completo,Remoto,Obra_Servicio,4,Bachillerato,Otros,22,No,Si,No,No,No,No,No
Por_Horas,Remoto,Indefinido,3,Tecnico,Otros,Medio_Tiempo,Hibrido,Indefinido,1,Master,Tecnologia,54,No,No,Si,Si,No,No,No
Por_Horas,Presencial,Indefinido,5,Doctorado,Educacion,Medio_Tiempo,Presencial,Practicas,5,Doctorado,Educacion,22,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Indefinido,1,Bachillerato,Tecnologia,Tiempo_Completo,Hibrido,Practicas,3,Bachillerato,Tecnologia,34,No,Si,No,Si,Si,Si,Si
Temporal,Remoto,Practicas,3,Bachillerato,Otros,Tiempo_Completo,Remoto,Indefinido,3,Master,Educacion,46,No,Si,No,Si,No,Si,No
Por_Horas,Hibrido,Indefinido,6,Tecnico,Salud,Medio_Tiempo,Remoto,Practicas,1,Bachillerato,Salud,33,No,No,No,No,Si,No,No
Por_Horas,Presencial,Indefinido,1,Master,Educacion,Por_Horas,Remoto,Indefinido,1,Bachillerato,Educacion,47,Si,No,Si,No,Si,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,5,Bachillerato,Construccion,Tiempo_Completo,Presencial,Indefinido,6,Master,Construccion,21,Si,No,No,Si,Si,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,5,Grado,Tecnologia,Tiempo_Completo,Hibrido,Indefinido,3,Grado,Salud,43,No,No,No,Si,No,No,No
Medio_Tiempo,Hibrido,Indefinido,5,Bachillerato,Construccion,Medio_Tiempo,Hibrido,Obra_Servicio,6,Grado,Otros,52,Si,Si,No,Si,No,Si,Si
Por_Horas,Presencial,Practicas,5,Bachillerato,Tecnologia,Por_Horas,Presencial,Practicas,6,Grado,Educacion,43,Si,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Practicas,1,Grado,Educacion,Temporal,Remoto,Obra_Servicio,2,Tecnico,Educacion,36,No,No,No,No,Si,Si,No
Por_Horas,Remoto,Practicas,6,Grado,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,5,Doctorado,Educacion,60,No,No,No,Si,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,3,Bachillerato,Tecnologia,Tiempo_Completo,Presencial,Obra_Servicio,4,Grado,Educacion,47,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Indefinido,4,Tecnico,Salud,Medio_Tiempo,Remoto,Indefinido,5,Grado,Salud,23,Si,No,Si,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,2,Doctorado,Educacion,Temporal,Hibrido,Obra_Servicio,3,Doctorado,Salud,54,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Obra_Servicio,6,Grado,Construccion,Por_Horas,Remoto,Indefinido,4,Tecnico,Educacion,33,Si,No,No,No,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,5,Grado,Otros,Tiempo_Completo,Presencial,Practicas,2,Master,Salud,51,Si,No,No,Si,No,No,No
Temporal,Presencial,Practicas,3,Bachillerato,Construccion,Medio_Tiempo,Remoto,Practicas,6,Bachillerato,Construccion,34,No,No,Si,Si,Si,Si,Si
Por_Horas,Hibrido,Obra_Servicio,6,Doctorado,Salud,Tiempo_Completo,Remoto,Practicas,3,Master,Educacion,40,No,No,No,No,No,No,No
Medio_Tiempo,Remoto,Indefinido,4,Tecnico,Salud,Temporal,Hibrido,Obra_Servicio,4,Master,Educacion,59,No,No,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Indefinido,3,Master,Otros,Por_Horas,Remoto,Obra_Servicio,2,Bachillerato,Tecnologia,54,No,No,No,No,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,6,Doctorado,Otros,Tiempo_Completo,Presencial,Practicas,4,Master,Tecnologia,41,No,No,No,No,No,No,No
Tiempo_Completo,Hibrido,Indefinido,4,Bachillerato,Educacion,Por_Horas,Hibrido,Practicas,6,Master,Salud,20,No,Si,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Obra_Servicio,5,Grado,Tecnologia,Tiempo_Completo,Hibrido,Obra_Servicio,5,Master,Educacion,22,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,6,Master,Construccion,Por_Horas,Presencial,Obra_Servicio,6,Grado,Salud,30,No,Si,Si,No,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,4,Bachillerato,Tecnologia,Tiempo_Completo,Remoto,Obra_Servicio,5,Bachillerato,Construccion,60,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,1,Doctorado,Salud,Tiempo_Completo,Remoto,Indefinido,4,Grado,Salud,48,No,No,No,No,Si,Si,No
Medio_Tiempo,Presencial,Practicas,4,Master,Educacion,Por_Horas,Hibrido,Obra_Servicio,3,Grado,Otros,53,No,No,No,No,No,No,No
Tiempo_Completo,Presencial,Obra_Servicio,5,Master,Construccion,Temporal,Presencial,Indefinido,1,Master,Educacion,37,No,Si,No,Si,No,No,No
Por_Horas,Presencial,Practicas,2,Tecnico,Salud,Medio_Tiempo,Remoto,Indefinido,4,Master,Otros,41,No,No,No,Si,No,Si,No
Temporal,Remoto,Obra_Servicio,1,Doctorado,Educacion,Temporal,Hibrido,Obra_Servicio,4,Bachillerato,Educacion,47,Si,No,Si,No,Si,Si,Si
Temporal,Remoto,Indefinido,3,Bachillerato,Educacion,Por_Horas,Hibrido,Practicas,4,Doctorado,Otros,38,No,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Indefinido,2,Grado,Educacion,Tiempo_Completo,Hibrido,Indefinido,1,Master,Construccion,53,Si,No,Si,Si,No,No,No
